epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,732.557,1.30507,1.29967,1.52914,0.70152,0.6128,0.63434,0.32537,1.69314,1.53385,2.06622,0.0008045,0.0008045,0.0008045
38,757.206,1.33035,1.2868,1.56455,0.61156,0.59663,0.61059,0.29363,1.6416,1.41566,1.9738,0.000792125,0.000792125,0.000792125
39,786.367,1.34777,1.30697,1.55504,0.72456,0.5696,0.63683,0.33468,1.63252,1.39891,1.94986,0.00077975,0.00077975,0.00077975
40,815.744,1.34583,1.2782,1.56049,0.76041,0.49146,0.61062,0.31655,1.68438,1.37128,2.03223,0.000767375,0.000767375,0.000767375
41,841.534,1.29707,1.25669,1.51705,0.71768,0.55169,0.62469,0.31982,1.60467,1.33208,1.93805,0.000755,0.000755,0.000755
42,866.25,1.3198,1.31684,1.53769,0.75761,0.57894,0.67147,0.35555,1.59558,1.3204,1.93399,0.000742625,0.000742625,0.000742625
43,893.718,1.26957,1.28189,1.51892,0.75281,0.51782,0.66824,0.35476,1.60421,1.36594,1.93359,0.00073025,0.00073025,0.00073025
44,921.933,1.28946,1.22336,1.51329,0.72062,0.63933,0.6659,0.33885,1.61812,1.33905,1.9572,0.000717875,0.000717875,0.000717875
45,949.595,1.30935,1.26015,1.54784,0.68875,0.55326,0.64188,0.34988,1.5829,1.25792,1.90156,0.0007055,0.0007055,0.0007055
46,976.382,1.22943,1.18612,1.4819,0.74134,0.53787,0.6203,0.33896,1.5724,1.32283,1.89366,0.000693125,0.000693125,0.000693125
47,1002.43,1.30999,1.20952,1.51302,0.69173,0.59114,0.63773,0.32423,1.661,1.3489,2.00588,0.00068075,0.00068075,0.00068075
48,1029.08,1.26766,1.1966,1.49667,0.84695,0.56013,0.69427,0.35716,1.62827,1.28749,1.96493,0.000668375,0.000668375,0.000668375
49,1054.97,1.24508,1.20872,1.48604,0.69989,0.56657,0.64096,0.34512,1.65857,1.33582,1.99484,0.000656,0.000656,0.000656
50,1080.05,1.23589,1.16494,1.47861,0.73222,0.59764,0.64759,0.33528,1.59979,1.28133,1.92875,0.000643625,0.000643625,0.000643625
51,1105.24,1.25933,1.18281,1.49201,0.82244,0.53696,0.69113,0.35417,1.56594,1.29775,1.90794,0.00063125,0.00063125,0.00063125
52,1130.2,1.27824,1.18411,1.51053,0.81124,0.63901,0.71811,0.3789,1.60268,1.28669,1.94311,0.000618875,0.000618875,0.000618875
53,1153.64,1.20898,1.10208,1.45798,0.70203,0.53924,0.61739,0.34715,1.60439,1.30121,1.95673,0.0006065,0.0006065,0.0006065
54,1177.83,1.24016,1.13532,1.47764,0.77846,0.63799,0.70863,0.3686,1.6134,1.30953,1.96702,0.000594125,0.000594125,0.000594125
55,1204.24,1.22631,1.18291,1.48161,0.80629,0.57436,0.66803,0.36244,1.60139,1.26603,1.98361,0.00058175,0.00058175,0.00058175
56,1231.25,1.1981,1.10275,1.43408,0.80332,0.61876,0.70408,0.39268,1.60091,1.22683,1.93853,0.000569375,0.000569375,0.000569375
57,1256.48,1.20721,1.0911,1.45264,0.84259,0.54507,0.68574,0.38627,1.59716,1.25428,1.94045,0.000557,0.000557,0.000557
58,1284.17,1.20931,1.09966,1.44601,0.68225,0.60655,0.68251,0.36619,1.59406,1.24271,1.91856,0.000544625,0.000544625,0.000544625
59,1312.9,1.21739,1.08045,1.44511,0.70896,0.56496,0.65977,0.35358,1.5851,1.25173,1.92707,0.00053225,0.00053225,0.00053225
60,1338.76,1.19963,1.07363,1.44268,0.64008,0.63424,0.68038,0.37174,1.57689,1.22794,1.88761,0.000519875,0.000519875,0.000519875
61,1364.05,1.15764,1.08443,1.43487,0.81419,0.63944,0.7336,0.40401,1.57217,1.17429,1.90476,0.0005075,0.0005075,0.0005075
62,1386.46,1.13422,1.02972,1.40524,0.81095,0.60118,0.67923,0.37981,1.58518,1.24858,1.9281,0.000495125,0.000495125,0.000495125
63,1410.91,1.17044,1.04841,1.43505,0.8677,0.63512,0.73985,0.40968,1.62033,1.21312,1.96951,0.00048275,0.00048275,0.00048275
64,1435.38,1.15351,1.03353,1.4161,0.67926,0.66726,0.69982,0.37269,1.58633,1.20231,1.95806,0.000470375,0.000470375,0.000470375
65,1459.04,1.17177,1.0218,1.43874,0.81069,0.60012,0.68018,0.36849,1.55664,1.24501,1.9351,0.000458,0.000458,0.000458
66,1479.47,1.13591,1.01403,1.41641,0.77576,0.62473,0.69932,0.37568,1.56802,1.17233,1.93435,0.000445625,0.000445625,0.000445625
67,1499.4,1.14293,1.02964,1.4211,0.65298,0.65943,0.6865,0.36244,1.63852,1.20952,2.00657,0.00043325,0.00043325,0.00043325
68,1519.43,1.16422,1.06223,1.4225,0.71501,0.68948,0.70967,0.36769,1.60112,1.22515,1.95708,0.000420875,0.000420875,0.000420875
69,1539.07,1.12666,0.99583,1.39744,0.80875,0.59828,0.73042,0.37878,1.60172,1.21455,1.94791,0.0004085,0.0004085,0.0004085
70,1558.05,1.12682,0.97016,1.39314,0.76191,0.60245,0.70733,0.38935,1.59032,1.17191,1.94321,0.000396125,0.000396125,0.000396125
71,1577.29,1.13869,0.99049,1.40067,0.82284,0.61219,0.70971,0.38315,1.58622,1.20189,1.91441,0.00038375,0.00038375,0.00038375
72,1601.78,1.1157,0.98235,1.38307,0.84591,0.59337,0.68997,0.367,1.5734,1.19733,1.91422,0.000371375,0.000371375,0.000371375
73,1634.11,1.09819,0.95729,1.37265,0.79327,0.66935,0.7372,0.40489,1.58885,1.19985,1.94066,0.000359,0.000359,0.000359
