epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,1114.97,1.22943,1.18612,1.4819,0.74134,0.53787,0.6203,0.33896,1.5724,1.32283,1.89366,0.000693125,0.000693125,0.000693125
47,1138.36,1.30999,1.20952,1.51302,0.69173,0.59114,0.63773,0.32423,1.661,1.3489,2.00588,0.00068075,0.00068075,0.00068075
48,1162.42,1.26766,1.1966,1.49667,0.84695,0.56013,0.69427,0.35716,1.62827,1.28749,1.96493,0.000668375,0.000668375,0.000668375
49,1185.74,1.24508,1.20872,1.48604,0.69989,0.56657,0.64096,0.34512,1.65857,1.33582,1.99484,0.000656,0.000656,0.000656
50,1209.13,1.23589,1.16494,1.47861,0.73222,0.59764,0.64759,0.33528,1.59979,1.28133,1.92875,0.000643625,0.000643625,0.000643625
51,1232.65,1.25933,1.18281,1.49201,0.82244,0.53696,0.69113,0.35417,1.56594,1.29775,1.90794,0.00063125,0.00063125,0.00063125
52,1256.09,1.27824,1.18411,1.51053,0.81124,0.63901,0.71811,0.3789,1.60268,1.28669,1.94311,0.000618875,0.000618875,0.000618875
53,1279.52,1.20898,1.10208,1.45798,0.70203,0.53924,0.61739,0.34715,1.60439,1.30121,1.95673,0.0006065,0.0006065,0.0006065
54,1303.41,1.24016,1.13532,1.47764,0.77846,0.63799,0.70863,0.3686,1.6134,1.30953,1.96702,0.000594125,0.000594125,0.000594125
55,1326.36,1.22631,1.18291,1.48161,0.80629,0.57436,0.66803,0.36244,1.60139,1.26603,1.98361,0.00058175,0.00058175,0.00058175
56,1349.41,1.1981,1.10275,1.43408,0.80332,0.61876,0.70408,0.39268,1.60091,1.22683,1.93853,0.000569375,0.000569375,0.000569375
57,1372.82,1.20721,1.0911,1.45264,0.84259,0.54507,0.68574,0.38627,1.59716,1.25428,1.94045,0.000557,0.000557,0.000557
58,1395.96,1.20931,1.09966,1.44601,0.68225,0.60655,0.68251,0.36619,1.59406,1.24271,1.91856,0.000544625,0.000544625,0.000544625
59,1418.49,1.21739,1.08045,1.44511,0.70896,0.56496,0.65977,0.35358,1.5851,1.25173,1.92707,0.00053225,0.00053225,0.00053225
60,1441.23,1.19963,1.07363,1.44268,0.64008,0.63424,0.68038,0.37174,1.57689,1.22794,1.88761,0.000519875,0.000519875,0.000519875
61,1463.87,1.15764,1.08443,1.43487,0.81419,0.63944,0.7336,0.40401,1.57217,1.17429,1.90476,0.0005075,0.0005075,0.0005075
62,1486.4,1.13422,1.02972,1.40524,0.81095,0.60118,0.67923,0.37981,1.58518,1.24858,1.9281,0.000495125,0.000495125,0.000495125
63,1509.24,1.17044,1.04841,1.43505,0.8677,0.63512,0.73985,0.40968,1.62033,1.21312,1.96951,0.00048275,0.00048275,0.00048275
64,1531.87,1.15351,1.03353,1.4161,0.67926,0.66726,0.69982,0.37269,1.58633,1.20231,1.95806,0.000470375,0.000470375,0.000470375
65,1555.51,1.17177,1.0218,1.43874,0.81069,0.60012,0.68018,0.36849,1.55664,1.24501,1.9351,0.000458,0.000458,0.000458
66,1578.81,1.13591,1.01403,1.41641,0.77576,0.62473,0.69932,0.37568,1.56802,1.17233,1.93435,0.000445625,0.000445625,0.000445625
67,1602.1,1.14293,1.02964,1.4211,0.65298,0.65943,0.6865,0.36244,1.63852,1.20952,2.00657,0.00043325,0.00043325,0.00043325
68,1625.63,1.16422,1.06223,1.4225,0.71501,0.68948,0.70967,0.36769,1.60112,1.22515,1.95708,0.000420875,0.000420875,0.000420875
69,1648.79,1.12666,0.99583,1.39744,0.80875,0.59828,0.73042,0.37878,1.60172,1.21455,1.94791,0.0004085,0.0004085,0.0004085
70,1672.05,1.12682,0.97016,1.39314,0.76191,0.60245,0.70733,0.38935,1.59032,1.17191,1.94321,0.000396125,0.000396125,0.000396125
71,1694.89,1.13869,0.99049,1.40067,0.82284,0.61219,0.70971,0.38315,1.58622,1.20189,1.91441,0.00038375,0.00038375,0.00038375
72,1717.67,1.1157,0.98235,1.38307,0.84591,0.59337,0.68997,0.367,1.5734,1.19733,1.91422,0.000371375,0.000371375,0.000371375
73,1740.02,1.09819,0.95729,1.37265,0.79327,0.66935,0.7372,0.40489,1.58885,1.19985,1.94066,0.000359,0.000359,0.000359
74,1761.91,1.09533,0.94325,1.37998,0.7915,0.64957,0.73809,0.38656,1.59214,1.18449,1.94125,0.000346625,0.000346625,0.000346625
75,1783.48,1.12159,0.9744,1.40252,0.79319,0.67384,0.74019,0.39497,1.59091,1.17503,1.9326,0.00033425,0.00033425,0.00033425
76,1805.28,1.07229,1.03447,1.34208,0.81305,0.67993,0.74975,0.40149,1.57534,1.13766,1.93042,0.000321875,0.000321875,0.000321875
77,1826.5,1.05883,0.91656,1.34773,0.80554,0.63293,0.72988,0.40411,1.58519,1.16017,1.95032,0.0003095,0.0003095,0.0003095
78,1848.01,1.10459,0.98461,1.36561,0.68299,0.68135,0.74075,0.39243,1.55628,1.1225,1.92233,0.000297125,0.000297125,0.000297125
79,1869.51,1.09204,0.92288,1.36188,0.8478,0.63332,0.74262,0.40755,1.58028,1.13951,1.95704,0.00028475,0.00028475,0.00028475
80,1891.02,1.08526,0.98976,1.37929,0.84369,0.60991,0.74403,0.41444,1.57914,1.15063,1.95378,0.000272375,0.000272375,0.000272375
81,1912.03,1.08998,0.9296,1.36611,0.68277,0.74107,0.73126,0.40048,1.56619,1.17561,1.94544,0.00026,0.00026,0.00026
82,1933.36,1.05288,0.91854,1.34472,0.77672,0.64315,0.73091,0.38481,1.57787,1.1548,1.94726,0.000247625,0.000247625,0.000247625
83,1954.48,1.06481,0.88655,1.33555,0.68355,0.72924,0.74391,0.4059,1.57837,1.12869,1.95915,0.00023525,0.00023525,0.00023525
84,1976.53,1.05966,0.91706,1.347,0.73112,0.67343,0.72091,0.38589,1.55627,1.12493,1.89896,0.000222875,0.000222875,0.000222875
85,1998.48,1.05838,0.89852,1.37357,0.6818,0.68861,0.7231,0.38555,1.58367,1.16665,1.94295,0.0002105,0.0002105,0.0002105
86,2019.66,1.02912,0.86908,1.32519,0.67735,0.67017,0.68,0.3732,1.59543,1.19459,1.96828,0.000198125,0.000198125,0.000198125
87,2041.05,1.0155,0.86265,1.31484,0.73145,0.54783,0.66227,0.36267,1.58714,1.17509,1.96764,0.00018575,0.00018575,0.00018575
88,2062.21,1.02217,0.85662,1.31787,0.69976,0.65717,0.67397,0.3716,1.58713,1.18337,1.97881,0.000173375,0.000173375,0.000173375
89,2083.65,1.0226,0.86696,1.31575,0.71021,0.68114,0.72127,0.38738,1.60295,1.12606,1.98357,0.000161,0.000161,0.000161
90,2105.36,1.04468,0.8746,1.32563,0.74754,0.68104,0.71678,0.38613,1.59741,1.15584,1.99194,0.000148625,0.000148625,0.000148625
91,2150.64,0.97633,0.70916,1.35155,0.71919,0.75414,0.73588,0.40649,1.5871,1.1136,1.95826,0.00013625,0.00013625,0.00013625
92,2183.66,0.96234,0.69271,1.32788,0.75783,0.70144,0.72553,0.40286,1.57079,1.11798,1.95877,0.000123875,0.000123875,0.000123875
93,2212.35,0.90794,0.71128,1.30287,0.73272,0.72507,0.73057,0.40535,1.56643,1.10697,1.93792,0.0001115,0.0001115,0.0001115
94,2238.18,0.89633,0.62011,1.27624,0.77039,0.6676,0.72079,0.39814,1.58588,1.13037,1.97099,9.9125e-05,9.9125e-05,9.9125e-05
95,2264.14,0.89375,0.63079,1.26408,0.76601,0.70125,0.72706,0.40076,1.5836,1.11234,1.96986,8.675e-05,8.675e-05,8.675e-05
96,2289.55,0.87495,0.59603,1.25039,0.71033,0.7394,0.73667,0.40425,1.5859,1.11228,1.98453,7.4375e-05,7.4375e-05,7.4375e-05
97,2313.87,0.89234,0.62394,1.26142,0.74349,0.7177,0.73813,0.40651,1.57773,1.09796,1.96534,6.2e-05,6.2e-05,6.2e-05
98,2339.95,0.8904,0.68205,1.26282,0.73522,0.74322,0.74065,0.40246,1.58486,1.10782,1.97914,4.9625e-05,4.9625e-05,4.9625e-05
99,2365.86,0.8868,0.60232,1.25893,0.74771,0.69632,0.7107,0.40126,1.5739,1.09767,1.97519,3.725e-05,3.725e-05,3.725e-05
100,2393.61,0.86443,0.5997,1.23796,0.74772,0.71042,0.73359,0.40277,1.57114,1.10559,1.97022,2.4875e-05,2.4875e-05,2.4875e-05
