epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1346.47,1.51749,1.58698,1.5778,0.65467,0.39888,0.46153,0.21447,1.6997,1.63995,1.90249,0.00101488,0.00101488,0.00101488
21,1412.13,1.52659,1.57957,1.58315,0.65435,0.45292,0.52522,0.27399,1.71613,1.63974,1.95156,0.0010025,0.0010025,0.0010025
22,1480.88,1.50503,1.56196,1.58038,0.53721,0.42127,0.44367,0.2186,1.71943,1.58848,1.93445,0.000990125,0.000990125,0.000990125
23,1548.49,1.50196,1.5396,1.55568,0.67373,0.46101,0.49894,0.25587,1.65118,1.50551,1.87694,0.00097775,0.00097775,0.00097775
24,1615.51,1.48401,1.54022,1.5561,0.74204,0.44198,0.5077,0.27265,1.64479,1.52326,1.87061,0.000965375,0.000965375,0.000965375
25,1682.82,1.48935,1.50992,1.5538,0.63607,0.50076,0.53448,0.27206,1.69488,1.54974,1.94145,0.000953,0.000953,0.000953
26,1750.27,1.48132,1.51831,1.55165,0.62502,0.43158,0.51712,0.26523,1.6866,1.43999,1.92232,0.000940625,0.000940625,0.000940625
27,1815.52,1.46745,1.45623,1.53243,0.75125,0.47848,0.51707,0.27159,1.64817,1.53168,1.86523,0.00092825,0.00092825,0.00092825
28,1879.53,1.45285,1.49489,1.53928,0.5985,0.44736,0.50997,0.28459,1.63243,1.48273,1.88423,0.000915875,0.000915875,0.000915875
29,1945.96,1.44055,1.44363,1.52227,0.65929,0.47203,0.54708,0.28802,1.66584,1.44249,1.88229,0.0009035,0.0009035,0.0009035
30,2010.66,1.45586,1.43188,1.51415,0.63644,0.45962,0.52143,0.26358,1.6758,1.42951,1.88685,0.000891125,0.000891125,0.000891125
31,2074.32,1.44473,1.42382,1.50991,0.58343,0.48757,0.51518,0.27917,1.65317,1.44835,1.88076,0.00087875,0.00087875,0.00087875
32,2137.16,1.42282,1.40246,1.50792,0.78463,0.50247,0.59923,0.34154,1.67818,1.43112,1.909,0.000866375,0.000866375,0.000866375
33,2200.57,1.44307,1.41149,1.50738,0.73607,0.47949,0.58323,0.31659,1.65675,1.36851,1.88105,0.000854,0.000854,0.000854
34,2263.67,1.42618,1.39515,1.50127,0.62895,0.44131,0.5337,0.29135,1.67731,1.4104,1.90032,0.000841625,0.000841625,0.000841625
35,2327.05,1.41819,1.37324,1.4903,0.64986,0.4636,0.51939,0.28091,1.63936,1.40955,1.87966,0.00082925,0.00082925,0.00082925
36,2391.44,1.41135,1.3656,1.48391,0.54279,0.52748,0.55321,0.30585,1.63475,1.38096,1.84866,0.000816875,0.000816875,0.000816875
37,2456.46,1.40216,1.33424,1.47734,0.70025,0.51516,0.59217,0.32884,1.65035,1.38665,1.88554,0.0008045,0.0008045,0.0008045
38,2527.71,1.39983,1.33755,1.48168,0.65393,0.54814,0.58214,0.30567,1.65435,1.38702,1.84592,0.000792125,0.000792125,0.000792125
39,2592.19,1.38112,1.31565,1.46531,0.64942,0.46454,0.55261,0.30612,1.62442,1.37609,1.85363,0.00077975,0.00077975,0.00077975
40,2658.86,1.38112,1.32313,1.46127,0.63703,0.6063,0.59026,0.33896,1.59947,1.31378,1.82836,0.000767375,0.000767375,0.000767375
41,2723.47,1.34982,1.28148,1.44583,0.80157,0.44066,0.56023,0.3119,1.5876,1.30592,1.81626,0.000755,0.000755,0.000755
42,2782.48,1.37662,1.30425,1.46049,0.79069,0.49253,0.57889,0.33309,1.63223,1.37173,1.88668,0.000742625,0.000742625,0.000742625
43,2850.1,1.3556,1.27541,1.44742,0.65962,0.52654,0.61376,0.35599,1.6237,1.32701,1.85736,0.00073025,0.00073025,0.00073025
44,2920.93,1.33936,1.26034,1.42584,0.68102,0.53309,0.58925,0.3325,1.65947,1.35288,1.89538,0.000717875,0.000717875,0.000717875
45,2987.83,1.3651,1.27157,1.44478,0.67827,0.48225,0.56106,0.31917,1.64676,1.31551,1.84974,0.0007055,0.0007055,0.0007055
46,3052.17,1.3317,1.22887,1.42287,0.79659,0.50721,0.63036,0.35934,1.64551,1.25962,1.88354,0.000693125,0.000693125,0.000693125
47,3117.88,1.32338,1.22677,1.42261,0.73544,0.55862,0.63224,0.36663,1.62729,1.31614,1.86767,0.00068075,0.00068075,0.00068075
48,3186.55,1.336,1.21724,1.42189,0.72395,0.50771,0.57719,0.33063,1.63998,1.34907,1.8633,0.000668375,0.000668375,0.000668375
49,3252.81,1.3272,1.20654,1.41395,0.80182,0.50968,0.62061,0.36993,1.61633,1.30069,1.83364,0.000656,0.000656,0.000656
50,3318.39,1.30788,1.20145,1.41003,0.64857,0.57624,0.60922,0.35434,1.61746,1.27836,1.8234,0.000643625,0.000643625,0.000643625
51,3381.84,1.3117,1.19688,1.41291,0.80585,0.48304,0.61153,0.34499,1.59916,1.28822,1.84172,0.00063125,0.00063125,0.00063125
52,3448.12,1.31132,1.1924,1.4064,0.72812,0.57844,0.63582,0.35744,1.63678,1.27984,1.86605,0.000618875,0.000618875,0.000618875
53,3513.78,1.30859,1.1882,1.40873,0.75708,0.47967,0.59364,0.33548,1.63117,1.26965,1.86909,0.0006065,0.0006065,0.0006065
54,3581.01,1.2917,1.15941,1.39472,0.65282,0.61012,0.62402,0.35053,1.64597,1.26733,1.85126,0.000594125,0.000594125,0.000594125
55,3653.29,1.28888,1.16524,1.39048,0.68602,0.54578,0.64747,0.34662,1.6324,1.29316,1.84816,0.00058175,0.00058175,0.00058175
56,3722.06,1.28528,1.14569,1.38622,0.70921,0.51078,0.58089,0.32041,1.63459,1.25828,1.87344,0.000569375,0.000569375,0.000569375
57,3788.93,1.2834,1.15126,1.38392,0.7871,0.54791,0.63128,0.35504,1.63988,1.27877,1.87713,0.000557,0.000557,0.000557
58,3854.98,1.27674,1.14775,1.39055,0.71967,0.49761,0.60102,0.34195,1.59966,1.26932,1.83997,0.000544625,0.000544625,0.000544625
59,3918.83,1.29364,1.14041,1.39093,0.78193,0.51179,0.59566,0.34121,1.60418,1.24422,1.832,0.00053225,0.00053225,0.00053225
60,3985.63,1.27943,1.11689,1.37591,0.70629,0.59909,0.65395,0.38642,1.6055,1.23476,1.8227,0.000519875,0.000519875,0.000519875
61,4051.16,1.26816,1.11956,1.37232,0.79694,0.54876,0.64849,0.37919,1.61872,1.27702,1.83336,0.0005075,0.0005075,0.0005075
62,4116.56,1.25537,1.09847,1.37043,0.63052,0.6298,0.65308,0.37683,1.62914,1.24701,1.84175,0.000495125,0.000495125,0.000495125
63,4180.8,1.25643,1.10454,1.36562,0.78507,0.58973,0.63912,0.36967,1.62001,1.25329,1.81516,0.00048275,0.00048275,0.00048275
64,4244,1.24839,1.09257,1.35986,0.8132,0.56179,0.64852,0.38767,1.60541,1.23999,1.81582,0.000470375,0.000470375,0.000470375
65,4306.64,1.24448,1.0847,1.35447,0.73079,0.59714,0.64967,0.38464,1.59724,1.23323,1.82267,0.000458,0.000458,0.000458
66,4369.36,1.23186,1.07276,1.35555,0.74528,0.57774,0.62475,0.37323,1.63804,1.21819,1.87036,0.000445625,0.000445625,0.000445625
67,4420.72,1.23972,1.07643,1.35455,0.823,0.56085,0.65497,0.39192,1.59697,1.22694,1.83378,0.00043325,0.00043325,0.00043325
68,4470.75,1.22817,1.06525,1.34423,0.78184,0.52613,0.62269,0.37039,1.60285,1.24571,1.84311,0.000420875,0.000420875,0.000420875
69,4521.1,1.22149,1.05484,1.34262,0.75687,0.59748,0.64976,0.38325,1.63725,1.24961,1.86768,0.0004085,0.0004085,0.0004085
70,4568.33,1.22695,1.0476,1.34243,0.71617,0.56954,0.62217,0.37243,1.60603,1.19721,1.82773,0.000396125,0.000396125,0.000396125
71,4616.01,1.21758,1.03789,1.3389,0.64535,0.54392,0.60632,0.34944,1.57523,1.21816,1.82172,0.00038375,0.00038375,0.00038375
72,4662.79,1.20166,1.03168,1.32678,0.62066,0.58579,0.62402,0.36586,1.59045,1.19077,1.84,0.000371375,0.000371375,0.000371375
73,4709.76,1.19715,1.01694,1.32216,0.69929,0.61208,0.63313,0.35225,1.61591,1.23551,1.84696,0.000359,0.000359,0.000359
74,4756.74,1.194,1.02537,1.32467,0.58927,0.64869,0.61636,0.35783,1.61568,1.22973,1.84554,0.000346625,0.000346625,0.000346625
75,4803.74,1.18801,1.00712,1.3129,0.74831,0.51269,0.603,0.35279,1.59009,1.2138,1.81977,0.00033425,0.00033425,0.00033425
76,4849.79,1.18846,0.99353,1.31128,0.74083,0.60972,0.6596,0.40052,1.58648,1.18671,1.83224,0.000321875,0.000321875,0.000321875
77,4898.42,1.18507,1.00414,1.32188,0.73333,0.57324,0.63693,0.37838,1.60567,1.18312,1.84427,0.0003095,0.0003095,0.0003095
78,4947.16,1.17588,0.97953,1.30748,0.70751,0.56138,0.61913,0.36578,1.62066,1.19258,1.8589,0.000297125,0.000297125,0.000297125
79,4995.94,1.17418,0.97902,1.30403,0.77,0.59859,0.6528,0.38655,1.61187,1.20333,1.8515,0.00028475,0.00028475,0.00028475
80,5044.64,1.16507,0.97454,1.30276,0.64494,0.64999,0.6487,0.38816,1.60547,1.16805,1.83672,0.000272375,0.000272375,0.000272375
81,5093.29,1.16922,0.96823,1.29699,0.74254,0.62,0.65579,0.39409,1.59584,1.2049,1.8214,0.00026,0.00026,0.00026
82,5142.54,1.16716,0.96854,1.30339,0.66999,0.6253,0.65042,0.38556,1.60187,1.20208,1.83655,0.000247625,0.000247625,0.000247625
83,5191.83,1.15655,0.95704,1.28896,0.74204,0.56856,0.64281,0.38146,1.61063,1.19342,1.84709,0.00023525,0.00023525,0.00023525
84,5239.42,1.1641,0.95987,1.29668,0.78587,0.51135,0.63851,0.38138,1.61167,1.19785,1.83679,0.000222875,0.000222875,0.000222875
85,5286.47,1.1439,0.94081,1.28559,0.72231,0.60199,0.64539,0.37771,1.60927,1.17435,1.84303,0.0002105,0.0002105,0.0002105
86,5333.33,1.13934,0.93778,1.28075,0.72471,0.58301,0.63479,0.37914,1.61637,1.18557,1.84494,0.000198125,0.000198125,0.000198125
87,5379.98,1.14612,0.94766,1.28896,0.78129,0.53459,0.64653,0.3784,1.59855,1.18343,1.83567,0.00018575,0.00018575,0.00018575
88,5426.87,1.14899,0.93714,1.28425,0.80017,0.56058,0.65389,0.3773,1.61874,1.16365,1.84414,0.000173375,0.000173375,0.000173375
89,5476,1.12654,0.92879,1.27418,0.68127,0.59807,0.63987,0.37328,1.60027,1.16525,1.8449,0.000161,0.000161,0.000161
90,5525.47,1.12997,0.9318,1.28105,0.71913,0.63696,0.64319,0.37501,1.61078,1.21287,1.84596,0.000148625,0.000148625,0.000148625
91,5593.02,1.10369,0.81488,1.26568,0.80086,0.5737,0.63998,0.37912,1.61732,1.18735,1.86791,0.00013625,0.00013625,0.00013625
92,5643.34,1.08413,0.78652,1.25819,0.77131,0.51391,0.61514,0.36537,1.59854,1.18282,1.83697,0.000123875,0.000123875,0.000123875
93,5702.18,1.06897,0.76571,1.25126,0.7626,0.53215,0.63187,0.37694,1.5901,1.15535,1.83665,0.0001115,0.0001115,0.0001115
94,5749.2,1.05971,0.75851,1.23555,0.70794,0.58544,0.64629,0.38109,1.60055,1.16239,1.84332,9.9125e-05,9.9125e-05,9.9125e-05
95,5797.09,1.05355,0.75077,1.23297,0.78582,0.5805,0.65471,0.39048,1.5888,1.17099,1.83974,8.675e-05,8.675e-05,8.675e-05
96,5842.43,1.04939,0.7438,1.23228,0.70463,0.57511,0.64631,0.38281,1.58583,1.18103,1.8464,7.4375e-05,7.4375e-05,7.4375e-05
97,5890.34,1.04319,0.74081,1.23056,0.83825,0.52986,0.65752,0.38629,1.59742,1.16152,1.85178,6.2e-05,6.2e-05,6.2e-05
98,5940.24,1.03413,0.72993,1.22795,0.81723,0.59094,0.67039,0.40047,1.59499,1.15606,1.84655,4.9625e-05,4.9625e-05,4.9625e-05
99,5990.46,1.03093,0.72914,1.22935,0.69371,0.61197,0.64891,0.38422,1.59595,1.17167,1.84592,3.725e-05,3.725e-05,3.725e-05
100,6039.58,1.02094,0.72578,1.21936,0.84215,0.55328,0.65573,0.39095,1.58847,1.16084,1.84297,2.4875e-05,2.4875e-05,2.4875e-05
